[2024-02-12 13:17:30,364] INFO     | Starting Jobs:
[2024-02-12 13:17:30,365] INFO     | Checking new variants
[2024-02-12 13:17:31,511] INFO     | Done Checking new variants
[2024-02-12 13:17:31,512] INFO     | Checking Product Prices
[2024-02-12 13:17:32,462] INFO     | Done Checking Product Prices
[2024-02-12 13:17:32,463] INFO     | Checking keyword based products
[2024-02-12 13:17:33,417] INFO     | Done Checking keyword based products
[2024-02-12 13:19:19,991] INFO     | Starting Jobs:
[2024-02-12 13:19:19,991] INFO     | Checking new variants
[2024-02-12 13:23:41,313] INFO     | Starting Jobs:
[2024-02-12 13:23:41,314] INFO     | Checking new variants
[2024-02-12 13:23:43,973] INFO     | {}
[2024-02-12 13:23:46,407] INFO     | {'id': 7880703672562, 'title': 'ON | Cloud 5 Glacier and White', 'handle': 'cloud-5-glacier-white', 'vendor': 'ON', 'type': 'Sneakers', 'tags': ['Cloud Sneaker On Inc', "Men's Footwear", "Men's Footwear Newport", "Men's Footwear Newport Beach", 'On Inc Shoes', 'On Inc Sneakers', 'On Sale', 'Spring 2023'], 'price': 10990, 'variants': [{'id': 44369193926898, 'title': 'M / 8.5', 'option1': 'M', 'option2': '8.5', 'option3': None, 'sku': '357889', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'ON | Cloud 5 Glacier and White - M / 8.5', 'public_title': 'M / 8.5', 'options': ['M', '8.5'], 'price': 10990, 'weight': 0, 'compare_at_price': 13000, 'inventory_quantity': 0, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}, {'id': 44369193959666, 'title': 'M / 9.0', 'option1': 'M', 'option2': '9.0', 'option3': None, 'sku': '335012', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'ON | Cloud 5 Glacier and White - M / 9.0', 'public_title': 'M / 9.0', 'options': ['M', '9.0'], 'price': 10990, 'weight': 0, 'compare_at_price': 13000, 'inventory_quantity': 0, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}, {'id': 44369193992434, 'title': 'M / 9.5', 'option1': 'M', 'option2': '9.5', 'option3': None, 'sku': '335013', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'ON | Cloud 5 Glacier and White - M / 9.5', 'public_title': 'M / 9.5', 'options': ['M', '9.5'], 'price': 10990, 'weight': 0, 'compare_at_price': 13000, 'inventory_quantity': 0, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}, {'id': 44369194025202, 'title': 'M / 10.0', 'option1': 'M', 'option2': '10.0', 'option3': None, 'sku': '335014', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'ON | Cloud 5 Glacier and White - M / 10.0', 'public_title': 'M / 10.0', 'options': ['M', '10.0'], 'price': 10990, 'weight': 0, 'compare_at_price': 13000, 'inventory_quantity': 0, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}, {'id': 44369194057970, 'title': 'M / 10.5', 'option1': 'M', 'option2': '10.5', 'option3': None, 'sku': '335015', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'ON | Cloud 5 Glacier and White - M / 10.5', 'public_title': 'M / 10.5', 'options': ['M', '10.5'], 'price': 10990, 'weight': 0, 'compare_at_price': 13000, 'inventory_quantity': 0, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}, {'id': 44369194090738, 'title': 'M / 11.0', 'option1': 'M', 'option2': '11.0', 'option3': None, 'sku': '335016', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'ON | Cloud 5 Glacier and White - M / 11.0', 'public_title': 'M / 11.0', 'options': ['M', '11.0'], 'price': 10990, 'weight': 0, 'compare_at_price': 13000, 'inventory_quantity': 0, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}, {'id': 44369194123506, 'title': 'M / 12.0', 'option1': 'M', 'option2': '12.0', 'option3': None, 'sku': '335017', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'ON | Cloud 5 Glacier and White - M / 12.0', 'public_title': 'M / 12.0', 'options': ['M', '12.0'], 'price': 10990, 'weight': 0, 'compare_at_price': 13000, 'inventory_quantity': 0, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}, {'id': 44369194156274, 'title': 'M / 13.0', 'option1': 'M', 'option2': '13.0', 'option3': None, 'sku': '335018', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'ON | Cloud 5 Glacier and White - M / 13.0', 'public_title': 'M / 13.0', 'options': ['M', '13.0'], 'price': 10990, 'weight': 0, 'compare_at_price': 13000, 'inventory_quantity': 0, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}], 'image': '//cdn.shopify.com/s/files/1/0815/6499/products/CLOUD5GLACIERWHITEF.jpg?v=1676995918'}
